-0.65203 0.07239 0
-0.53709 0.01008 0
-0.8974 0.01622 0
-0.74517 0.12398 0
-0.93607 0.07261 0
-0.93599 0.17762 0
-0.8112 0.176 0
-0.75074 0.37621 2
-0.60313 -0.20623 0
-0.67283 0.3832 2
-0.69658 0.13558 0
-0.99732 0.0699 0
-0.81622 0.27241 0
-0.70486 0.13052 0
-0.71932 0.00141 0
-0.84067 -0.14708 0
-0.67424 0.06436 0
-0.56131 -0.05351 0
-0.57197 -0.05785 0
-0.69907 0.05174 0
-0.61121 0.26414 0
-0.7676 0.17856 0
-0.91022 0.01853 0
-0.90186 0.10182 0
-0.77018 0.10559 0
-0.63922 -0.24245 0
-0.65322 -0.02618 0
-0.66885 0.18234 0
-0.81975 0.26523 0
-0.8744 0.07894 0
-0.55477 0.1754 0
-0.57453 0.09537 0
-0.72772 0.21586 0
-0.61554 0.1594 0
-0.73709 0.23119 0
-0.89885 0.15619 0
-0.7862 0.3324 2
-0.66534 0.22733 0
-0.49163 0.19586 0
-0.88956 0.33686 2
-0.56161 0.09376 0
-0.65091 -0.06109 0
-0.71875 0.02662 0
-0.62553 0.03556 0
-0.57135 0.13395 0
-0.79468 0.16043 0
-0.74243 0.18054 0
-0.90615 0.01221 0
-0.77393 -0.0054 0
-0.49353 0.07252 0
-0.65312 0.02497 0
-0.66867 0.17557 0
-0.83371 0.13016 0
-0.78457 0.06219 0
-0.67531 0.12725 0
-0.97703 0.09875 0
-0.87443 -0.17426 0
-0.77409 -0.03545 0
-0.72541 -0.04178 0
-0.67855 -0.06898 0
-0.52352 0.1791 0
-0.62099 -0.0436 0
-0.91655 0.09765 0
-0.6309 0.05146 0
-0.93663 0.04514 0
-0.71112 0.02363 0
-0.41029 -0.01072 0
-0.76522 -0.01159 0
-0.90203 0.31752 2
-0.71444 0.13562 0
-0.75976 0.16513 0
-0.75468 0.06022 0
-0.63387 -0.18145 0
-0.80378 0.09887 0
-0.78385 0.17639 0
-0.61544 -0.14393 0
-0.68596 0.07618 0
-0.68043 0.31688 0
-0.8901 0.0765 0
-0.66675 0.21699 0
-0.65066 -0.06381 0
-0.46879 0.1411 0
-0.83288 0.08265 0
-0.50907 0.05095 0
-0.71942 -0.25388 0
-0.81641 0.08039 0
-0.69366 -0.07821 0
-0.72151 0.04677 0
-0.6183 0.12127 0
-0.70982 -0.02957 0
-0.46833 0.21154 0
-0.91748 0.08009 0
-0.70961 0.22138 0
-0.49778 -0.03452 0
-0.76393 -0.06967 0
-0.62723 0.23984 0
-0.7872 0.08787 0
-0.74961 0.13221 0
-0.65824 0.1322 0
-0.65875 0.04905 0
-0.89207 0.12991 0
-0.92312 0.06246 0
-0.83839 0.27919 0
-0.68314 0.26135 0
-0.67048 0.23289 0
-0.88758 0.22104 0
-0.69689 0.05533 0
-0.54612 -0.05036 0
-0.66472 0.17284 0
-0.5165 -0.00949 0
-0.71064 -0.01948 0
-0.44182 0.16492 0
-0.80541 0.14851 0
-0.87083 -0.00484 0
-0.65236 0.1043 0
-0.8385 0.20429 0
-0.82723 0.19363 0
-0.78521 0.02927 0
-0.68842 0.03481 0
-0.86852 0.18534 0
-0.75875 -0.08876 0
-0.65911 -0.11695 0
-0.6781 0.15828 0
-0.57162 0.0391 0
-0.73456 -0.07702 0
-0.49186 0.1141 0
-0.59386 0.01166 0
-0.71527 0.24051 0
-0.59973 0.13379 0
-0.93939 -0.11694 0
-0.58945 0.06209 0
-0.84879 0.02202 0
-0.58798 -0.00688 0
-0.77668 -0.01907 0
-0.88021 -0.08904 0
-0.59583 0.1601 0
-0.76591 0.13926 0
-0.56968 -0.07499 0
-0.74376 0.04938 0
-0.80611 -0.10124 0
-0.87865 0.11756 0
-0.49415 0.27133 0
-0.58338 -0.10559 0
-0.52552 0.26116 0
-0.82341 0.12578 0
-0.76697 0.09835 0
-0.79556 0.13529 0
-0.84999 -0.09001 0
-0.64401 0.3139 0
-0.67522 -0.05552 0
-0.71409 0.0802 0
-0.66942 0.19668 0
-0.76607 -0.05256 0
-0.62605 0.16716 0
-0.6449 0.08224 0
-0.79705 -0.26526 0
-0.75027 -0.00338 0
-0.47917 -0.28602 0
-0.4924 0.0121 0
-0.80743 0.15741 0
